run_id	config_hash	status	mode	val_bpb	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	depth	artifact_bytes	output_dir	results_path
ar5090-20260321-131446	1c84d474b379a687029118abbb3a1ece436d6a7dcf833b522b771765ddece46d	success	train	1.573577367	414.564922	440.170147	12421.128	0.000	65.986560	537	18.941984	4	8001572	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-131446	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-131446/results.json
ar5090-20260321-133411	f09db52b40281327a60572beea6c2c40488070b07d81a7d27ae98bb921bd0511	success	train	1.569126665	413.622763	437.714870	12307.439	0.000	66.846720	544	16.903200	4	7504066	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-133411	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-133411/results.json
ar5090-20260321-135023	b9dab6eacb9ef1daf4bf1b999701f917bbc45754243c18c5939229baf69732e6	success	train	1.562446671	411.812822	434.374055	11834.628	0.000	68.812800	560	17.369120	4	7727922	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-135023	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-135023/results.json
ar5090-20260321-140537	ddece86f9bac78cf510dbd2cdedbff1541b9162a25721d9c82a42a37761d85f7	success	train	1.568727204	412.702384	435.162889	11916.699	0.000	68.321280	556	17.635360	4	7767241	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-140537	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-140537/results.json
ar5090-20260321-142120	f758a72b86f607293eef02f1fe713168376026808f159d104ac49968769f925e	success	train	1.564883315	411.991942	434.780406	11841.383	0.000	68.567040	558	17.500448	4	7187681	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-142120	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-142120/results.json
ar5090-20260321-143929	d89ea9ca31715a405227a31c5df5bf59f86f05ea60f83473bd297a8ba74a9831	success	train	1.558481296	411.879974	434.740644	11834.628	0.000	70.287360	572	17.369120	4	7770766	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-143929	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-143929/results.json
ar5090-20260321-145429	8507b4ffc692b573b26b79bebc4b7926a41a8680564efd2ed1faa9d0f6315948	success	train	1.573482967	427.454007	451.375272	12821.011	0.000	65.372160	532	17.369120	4	7730645	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-145429	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-145429/results.json
ar5090-20260321-151135	4821c7bdf75cef870fe7c00794cd71cb97269d087179b33dcc836c0f7f56747b	success	train	1.559105445	411.587341	434.837208	11834.628	0.000	70.164480	571	17.369120	4	7780436	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-151135	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-151135/results.json
ar5090-20260321-153116	3d28b3a55a707afdbfa8eec5088abaed014410d1486170f12d40285dec0f3688	success	train	1.585937277	450.994889	471.929874	14498.617	0.000	53.821440	438	17.897520	6	8647735	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-153116	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-153116/results.json
ar5090-20260321-154606	95c90170dd5543bca1791f2b677515f9d525ce161f9e0af5cc9b87b45133adf8	success	train	1.567244722	412.099553	433.572902	11832.628	0.000	71.516160	582	17.369120	4	7911607	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-154606	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-154606/results.json
ar5090-20260321-160356	c8171d7805cd97a0c79da9dd35d4927d8465704a2cef5348756d00cc548a2079	success	train	1.558943259	413.072885	435.341516	11895.058	0.000	68.689920	559	17.467936	4	7736757	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-160356	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-160356/results.json
ar5090-20260321-162003	a92ed5cc5bd026b8007f6fc2ec909d354bd704e3cea210427b8dce4bd406040c	success	train	1.557883819	411.958069	434.675785	11834.628	0.000	70.410240	573	17.369120	4	7760474	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-162003	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-162003/results.json
ar5090-20260321-163653	a6e6e412ac54d7496cd7af0929b9151430ba9713b100eb67cb41811ee93b005d	success	train	1.557919481	411.986710	436.848187	11834.628	0.000	70.410240	573	17.369120	4	7766600	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-163653	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-163653/results.json
ar5090-20260321-165102	35b49124ce0eae5511fdecddb6547907e217909710e674e9bdf48f1ada41346c	success	train	1.557900740	411.850095	433.299535	11834.628	0.000	70.533120	574	17.369120	4	7784712	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-165102	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-165102/results.json
ar5090-20260321-170512	888d183b721a7cae6fed1b9599ef54d1a85fb4fec23f4b6ada1ddd6a0fabf15a	success	train	1.579765397	432.085897	453.366856	12979.806	0.000	60.702720	494	18.026536	5	8336514	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-170512	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-170512/results.json
ar5090-20260321-172400	54930b829f26e0ae4b3d928cc13350f5642435f651c9d5fcb6d07acb68bcbf38	success	train	1.547635883	411.700205	430.915684	11834.628	0.000	68.935680	748	17.369120	4	8188771	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-172400	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-172400/results.json
ar5090-20260321-173834	e6c08e596fafd137f3e0d5d48f34789559746de73030d9e1a6dc921f01eb3246	success	train	1.547509981	411.809523	429.918866	11834.628	0.000	68.935680	748	17.369120	4	8793299	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-173834	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-173834/results.json
ar5090-20260321-175556	810354158d86752ad3f8cbe7e519bfadc403b967f8e1cee6753c0b6aee54d963	success	train	1.536442380	411.590140	428.005825	11834.628	0.000	66.232320	1078	17.369120	4	8650546	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-175556	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-175556/results.json
ar5090-20260321-181315	a35a2a39cec13061e6ae52266ab699bb1955bfeb5cee3149ed85b7b7603c3ec1	success	train	1.535333866	411.607753	427.212146	11834.628	0.000	66.723840	1086	17.369120	4	8669498	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-181315	/workspace/autoresearch-parameter-golf/runs/autoresearch_5090/runs/ar5090-20260321-181315/results.json
