timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 20:54:34.481, 1, 24, 345 MHz, 70.25 W, 0 %, 0 MiB
2026/04/21 20:54:34.482, 2, 23, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 20:54:34.482, 3, 21, 345 MHz, 68.24 W, 0 %, 0 MiB
2026/04/21 20:54:34.482, 4, 21, 345 MHz, 70.86 W, 0 %, 0 MiB
2026/04/21 20:54:34.482, 5, 24, 345 MHz, 70.11 W, 0 %, 0 MiB
2026/04/21 20:54:34.483, 6, 23, 345 MHz, 68.64 W, 0 %, 0 MiB
2026/04/21 20:54:34.483, 7, 21, 345 MHz, 69.45 W, 0 %, 0 MiB
2026/04/21 20:54:35.483, 0, 21, 345 MHz, 69.04 W, 0 %, 0 MiB
2026/04/21 20:54:35.485, 1, 24, 345 MHz, 70.26 W, 0 %, 0 MiB
2026/04/21 20:54:35.485, 2, 23, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:35.485, 3, 21, 345 MHz, 68.25 W, 0 %, 0 MiB
2026/04/21 20:54:35.485, 4, 21, 345 MHz, 70.86 W, 0 %, 0 MiB
2026/04/21 20:54:35.486, 5, 24, 345 MHz, 70.07 W, 0 %, 0 MiB
2026/04/21 20:54:35.486, 6, 23, 345 MHz, 68.69 W, 0 %, 0 MiB
2026/04/21 20:54:35.486, 7, 21, 345 MHz, 69.47 W, 0 %, 0 MiB
2026/04/21 20:54:36.487, 0, 21, 345 MHz, 68.91 W, 0 %, 0 MiB
2026/04/21 20:54:36.488, 1, 24, 345 MHz, 70.29 W, 0 %, 0 MiB
2026/04/21 20:54:36.488, 2, 23, 345 MHz, 70.99 W, 0 %, 0 MiB
2026/04/21 20:54:36.488, 3, 21, 345 MHz, 68.26 W, 0 %, 0 MiB
2026/04/21 20:54:36.488, 4, 21, 345 MHz, 70.91 W, 0 %, 0 MiB
2026/04/21 20:54:36.489, 5, 24, 345 MHz, 70.05 W, 0 %, 0 MiB
2026/04/21 20:54:36.489, 6, 23, 345 MHz, 68.68 W, 0 %, 0 MiB
2026/04/21 20:54:36.489, 7, 21, 345 MHz, 69.47 W, 0 %, 0 MiB
2026/04/21 20:54:37.490, 0, 21, 345 MHz, 68.96 W, 0 %, 0 MiB
2026/04/21 20:54:37.491, 1, 24, 345 MHz, 70.28 W, 0 %, 0 MiB
2026/04/21 20:54:37.491, 2, 23, 345 MHz, 70.95 W, 0 %, 0 MiB
2026/04/21 20:54:37.491, 3, 21, 345 MHz, 68.24 W, 0 %, 0 MiB
2026/04/21 20:54:37.492, 4, 21, 345 MHz, 70.88 W, 0 %, 0 MiB
2026/04/21 20:54:37.492, 5, 24, 345 MHz, 70.03 W, 0 %, 0 MiB
2026/04/21 20:54:37.492, 6, 23, 345 MHz, 68.74 W, 0 %, 0 MiB
2026/04/21 20:54:37.492, 7, 21, 345 MHz, 69.53 W, 0 %, 0 MiB
2026/04/21 20:54:38.493, 0, 21, 345 MHz, 68.96 W, 0 %, 0 MiB
2026/04/21 20:54:38.494, 1, 24, 345 MHz, 70.23 W, 0 %, 0 MiB
2026/04/21 20:54:38.494, 2, 23, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:38.494, 3, 21, 345 MHz, 68.34 W, 0 %, 0 MiB
2026/04/21 20:54:38.495, 4, 21, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 20:54:38.495, 5, 24, 345 MHz, 70.04 W, 0 %, 0 MiB
2026/04/21 20:54:38.495, 6, 23, 345 MHz, 68.71 W, 0 %, 0 MiB
2026/04/21 20:54:38.495, 7, 21, 345 MHz, 69.48 W, 0 %, 0 MiB
2026/04/21 20:54:39.496, 0, 21, 345 MHz, 68.98 W, 0 %, 0 MiB
2026/04/21 20:54:39.497, 1, 24, 345 MHz, 70.20 W, 0 %, 0 MiB
2026/04/21 20:54:39.497, 2, 23, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:39.498, 3, 21, 345 MHz, 68.37 W, 0 %, 0 MiB
2026/04/21 20:54:39.498, 4, 21, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 20:54:39.498, 5, 24, 345 MHz, 70.01 W, 0 %, 0 MiB
2026/04/21 20:54:39.498, 6, 23, 345 MHz, 68.70 W, 0 %, 0 MiB
2026/04/21 20:54:39.499, 7, 21, 345 MHz, 69.42 W, 0 %, 0 MiB
2026/04/21 20:54:40.499, 0, 21, 345 MHz, 69.01 W, 0 %, 0 MiB
2026/04/21 20:54:40.500, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
2026/04/21 20:54:40.500, 2, 23, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:40.501, 3, 21, 345 MHz, 68.32 W, 0 %, 0 MiB
2026/04/21 20:54:40.501, 4, 21, 345 MHz, 70.85 W, 0 %, 0 MiB
2026/04/21 20:54:40.501, 5, 24, 345 MHz, 70.11 W, 0 %, 0 MiB
2026/04/21 20:54:40.501, 6, 23, 345 MHz, 68.67 W, 0 %, 0 MiB
2026/04/21 20:54:40.502, 7, 21, 345 MHz, 69.50 W, 0 %, 0 MiB
2026/04/21 20:54:41.502, 0, 21, 345 MHz, 69.03 W, 0 %, 0 MiB
2026/04/21 20:54:41.503, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
