timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/22 01:23:20.952, 4, 24, 1980 MHz, 116.89 W, 0 %, 1742 MiB
2026/04/22 01:23:20.952, 5, 27, 1980 MHz, 114.57 W, 0 %, 1742 MiB
2026/04/22 01:23:20.952, 6, 26, 1980 MHz, 116.63 W, 0 %, 1742 MiB
2026/04/22 01:23:20.952, 7, 24, 1980 MHz, 112.42 W, 0 %, 1742 MiB
2026/04/22 01:23:21.953, 0, 24, 1980 MHz, 113.40 W, 0 %, 1742 MiB
2026/04/22 01:23:21.954, 1, 30, 1980 MHz, 152.45 W, 95 %, 2184 MiB
2026/04/22 01:23:21.954, 2, 27, 1980 MHz, 117.36 W, 0 %, 1742 MiB
2026/04/22 01:23:21.954, 3, 26, 1980 MHz, 147.28 W, 95 %, 2134 MiB
2026/04/22 01:23:21.955, 4, 27, 1980 MHz, 138.41 W, 0 %, 2084 MiB
2026/04/22 01:23:21.955, 5, 28, 1980 MHz, 122.58 W, 0 %, 1986 MiB
2026/04/22 01:23:21.955, 6, 28, 1980 MHz, 155.16 W, 86 %, 2134 MiB
2026/04/22 01:23:21.955, 7, 24, 1980 MHz, 112.37 W, 0 %, 1742 MiB
2026/04/22 01:23:22.956, 0, 27, 1980 MHz, 207.62 W, 94 %, 2814 MiB
2026/04/22 01:23:22.957, 1, 30, 1980 MHz, 292.85 W, 83 %, 27796 MiB
2026/04/22 01:23:22.957, 2, 31, 1980 MHz, 278.74 W, 87 %, 13068 MiB
2026/04/22 01:23:22.957, 3, 27, 1980 MHz, 284.12 W, 80 %, 24722 MiB
2026/04/22 01:23:22.957, 4, 27, 1980 MHz, 301.41 W, 84 %, 22364 MiB
2026/04/22 01:23:22.958, 5, 30, 1980 MHz, 297.01 W, 84 %, 19764 MiB
2026/04/22 01:23:22.958, 6, 29, 1980 MHz, 298.13 W, 84 %, 24338 MiB
2026/04/22 01:23:22.958, 7, 27, 1980 MHz, 273.02 W, 88 %, 13118 MiB
2026/04/22 01:23:23.958, 0, 26, 1980 MHz, 277.32 W, 0 %, 27988 MiB
2026/04/22 01:23:23.959, 1, 28, 1980 MHz, 165.09 W, 0 %, 27988 MiB
2026/04/22 01:23:23.959, 2, 28, 1980 MHz, 222.37 W, 0 %, 27988 MiB
2026/04/22 01:23:23.960, 3, 24, 1980 MHz, 168.10 W, 0 %, 27988 MiB
2026/04/22 01:23:23.960, 4, 25, 1980 MHz, 169.36 W, 0 %, 27988 MiB
