step,wallclock_s,step_time_ms,fwd_us,bwd_us,opt_us,dataloader_us,active_bytes,reserved_bytes,num_alloc_retries,num_device_alloc,num_device_free
290,6936860.598841,184.920,-1.0,-1.0,-1.0,186.9,683933696,46393196544,0,348,0
291,6936860.781978,183.137,-1.0,-1.0,-1.0,211.6,683933696,46393196544,0,348,0
292,6936860.966998,185.021,-1.0,-1.0,-1.0,184.1,683933696,46393196544,0,348,0
293,6936861.153194,186.195,-1.0,-1.0,-1.0,180.2,683933696,46393196544,0,348,0
294,6936861.337088,183.894,-1.0,-1.0,-1.0,166.6,683933696,46393196544,0,348,0
295,6936861.526722,189.634,-1.0,-1.0,-1.0,168.0,683933696,46393196544,0,348,0
296,6936861.716037,189.315,-1.0,-1.0,-1.0,199.4,683933696,46393196544,0,348,0
297,6936861.899501,183.464,-1.0,-1.0,-1.0,178.5,683933696,46393196544,0,348,0
298,6936862.087622,188.122,-1.0,-1.0,-1.0,267.8,683933696,46393196544,0,348,0
299,6936862.275350,187.728,-1.0,-1.0,-1.0,179.3,683933696,46393196544,0,348,0
300,6936862.460442,185.092,-1.0,-1.0,-1.0,187.8,683933696,46393196544,0,348,0
301,6936862.656409,195.967,-1.0,-1.0,-1.0,174.2,683933696,46393196544,0,348,0
302,6936862.840250,183.840,-1.0,-1.0,-1.0,187.0,683933696,46393196544,0,348,0
303,6936863.026207,185.958,-1.0,-1.0,-1.0,178.8,683933696,46393196544,0,348,0
304,6936863.218589,192.382,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
305,6936863.404486,185.897,-1.0,-1.0,-1.0,174.9,683933696,46393196544,0,348,0
306,6936863.592751,188.264,-1.0,-1.0,-1.0,168.6,683933696,46393196544,0,348,0
307,6936863.777281,184.531,-1.0,-1.0,-1.0,191.5,683933696,46393196544,0,348,0
308,6936863.961328,184.047,-1.0,-1.0,-1.0,176.6,683933696,46393196544,0,348,0
309,6936864.147863,186.535,-1.0,-1.0,-1.0,192.5,683933696,46393196544,0,348,0
310,6936864.334540,186.676,-1.0,-1.0,-1.0,188.7,683933696,46393196544,0,348,0
311,6936864.520633,186.094,-1.0,-1.0,-1.0,492.9,683933696,46393196544,0,348,0
312,6936864.705705,185.072,-1.0,-1.0,-1.0,172.9,683933696,46393196544,0,348,0
313,6936864.892020,186.314,-1.0,-1.0,-1.0,196.9,683933696,46393196544,0,348,0
314,6936865.077167,185.147,-1.0,-1.0,-1.0,166.1,683933696,46393196544,0,348,0
315,6936865.261092,183.925,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
316,6936865.448419,187.327,-1.0,-1.0,-1.0,176.1,683933696,46393196544,0,348,0
317,6936865.632690,184.271,-1.0,-1.0,-1.0,169.1,683933696,46393196544,0,348,0
318,6936865.817992,185.302,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
319,6936866.003738,185.746,-1.0,-1.0,-1.0,204.2,683933696,46393196544,0,348,0
320,6936866.192718,188.980,-1.0,-1.0,-1.0,175.8,683933696,46393196544,0,348,0
321,6936866.378422,185.703,-1.0,-1.0,-1.0,170.0,683933696,46393196544,0,348,0
322,6936866.564846,186.424,-1.0,-1.0,-1.0,326.6,683933696,46393196544,0,348,0
323,6936866.756035,191.189,-1.0,-1.0,-1.0,178.6,683933696,46393196544,0,348,0
324,6936866.940428,184.393,-1.0,-1.0,-1.0,175.4,683933696,46393196544,0,348,0
325,6936867.125674,185.246,-1.0,-1.0,-1.0,185.8,683933696,46393196544,0,348,0
326,6936867.314717,189.043,-1.0,-1.0,-1.0,174.2,683933696,46393196544,0,348,0
327,6936867.500907,186.190,-1.0,-1.0,-1.0,173.0,683933696,46393196544,0,348,0
328,6936867.686031,185.124,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
329,6936867.871520,185.488,-1.0,-1.0,-1.0,172.6,683933696,46393196544,0,348,0
330,6936868.056214,184.695,-1.0,-1.0,-1.0,172.7,683933696,46393196544,0,348,0
331,6936868.241031,184.817,-1.0,-1.0,-1.0,175.3,683933696,46393196544,0,348,0
332,6936868.427197,186.166,-1.0,-1.0,-1.0,174.4,683933696,46393196544,0,348,0
333,6936868.615501,188.304,-1.0,-1.0,-1.0,170.2,683933696,46393196544,0,348,0
334,6936868.800939,185.438,-1.0,-1.0,-1.0,174.2,683933696,46393196544,0,348,0
335,6936868.986709,185.770,-1.0,-1.0,-1.0,170.0,683933696,46393196544,0,348,0
336,6936869.175078,188.369,-1.0,-1.0,-1.0,172.5,683933696,46393196544,0,348,0
337,6936869.359585,184.507,-1.0,-1.0,-1.0,179.0,683933696,46393196544,0,348,0
338,6936869.545225,185.640,-1.0,-1.0,-1.0,180.6,683933696,46393196544,0,348,0
339,6936869.731311,186.086,-1.0,-1.0,-1.0,180.9,683933696,46393196544,0,348,0
340,6936869.917988,186.676,-1.0,-1.0,-1.0,182.6,683933696,46393196544,0,348,0
341,6936870.101134,183.147,-1.0,-1.0,-1.0,174.3,683933696,46393196544,0,348,0
342,6936870.287089,185.954,-1.0,-1.0,-1.0,166.0,683933696,46393196544,0,348,0
343,6936870.474889,187.800,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
344,6936870.659986,185.097,-1.0,-1.0,-1.0,183.8,683933696,46393196544,0,348,0
345,6936870.845322,185.337,-1.0,-1.0,-1.0,177.5,683933696,46393196544,0,348,0
346,6936871.032858,187.536,-1.0,-1.0,-1.0,174.5,683933696,46393196544,0,348,0
347,6936871.218190,185.332,-1.0,-1.0,-1.0,178.0,683933696,46393196544,0,348,0
348,6936871.403561,185.371,-1.0,-1.0,-1.0,182.3,683933696,46393196544,0,348,0
349,6936871.594929,191.369,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
350,6936871.781027,186.098,-1.0,-1.0,-1.0,170.1,683933696,46393196544,0,348,0
351,6936871.967581,186.554,-1.0,-1.0,-1.0,201.5,683933696,46393196544,0,348,0
352,6936872.152790,185.209,-1.0,-1.0,-1.0,178.8,683933696,46393196544,0,348,0
353,6936872.337703,184.912,-1.0,-1.0,-1.0,178.7,683933696,46393196544,0,348,0
354,6936872.522576,184.874,-1.0,-1.0,-1.0,164.8,683933696,46393196544,0,348,0
355,6936872.707654,185.078,-1.0,-1.0,-1.0,194.4,683933696,46393196544,0,348,0
356,6936872.894366,186.712,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
357,6936873.080976,186.610,-1.0,-1.0,-1.0,167.7,683933696,46393196544,0,348,0
358,6936873.266253,185.277,-1.0,-1.0,-1.0,258.9,683933696,46393196544,0,348,0
359,6936873.452338,186.084,-1.0,-1.0,-1.0,169.8,683933696,46393196544,0,348,0
360,6936873.636527,184.190,-1.0,-1.0,-1.0,170.9,683933696,46393196544,0,348,0
361,6936873.820385,183.858,-1.0,-1.0,-1.0,173.1,683933696,46393196544,0,348,0
362,6936874.007146,186.761,-1.0,-1.0,-1.0,195.4,683933696,46393196544,0,348,0
363,6936874.194138,186.992,-1.0,-1.0,-1.0,144.6,683933696,46393196544,0,348,0
364,6936874.380859,186.720,-1.0,-1.0,-1.0,214.5,683933696,46393196544,0,348,0
365,6936874.566699,185.840,-1.0,-1.0,-1.0,173.6,683933696,46393196544,0,348,0
366,6936874.752568,185.869,-1.0,-1.0,-1.0,186.9,683933696,46393196544,0,348,0
367,6936874.938626,186.058,-1.0,-1.0,-1.0,187.0,683933696,46393196544,0,348,0
368,6936875.124690,186.064,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
369,6936875.312483,187.793,-1.0,-1.0,-1.0,186.3,683933696,46393196544,0,348,0
370,6936875.497086,184.603,-1.0,-1.0,-1.0,178.2,683933696,46393196544,0,348,0
371,6936875.682665,185.580,-1.0,-1.0,-1.0,183.5,683933696,46393196544,0,348,0
372,6936875.869043,186.377,-1.0,-1.0,-1.0,168.0,683933696,46393196544,0,348,0
373,6936876.058011,188.969,-1.0,-1.0,-1.0,187.4,683933696,46393196544,0,348,0
374,6936876.243514,185.502,-1.0,-1.0,-1.0,187.1,683933696,46393196544,0,348,0
375,6936876.431941,188.427,-1.0,-1.0,-1.0,179.8,683933696,46393196544,0,348,0
376,6936876.618455,186.514,-1.0,-1.0,-1.0,469.9,683933696,46393196544,0,348,0
377,6936876.803162,184.707,-1.0,-1.0,-1.0,314.3,683933696,46393196544,0,348,0
378,6936876.989662,186.500,-1.0,-1.0,-1.0,182.9,683933696,46393196544,0,348,0
379,6936877.175673,186.010,-1.0,-1.0,-1.0,175.4,683933696,46393196544,0,348,0
380,6936877.361857,186.184,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
381,6936877.547026,185.170,-1.0,-1.0,-1.0,174.7,683933696,46393196544,0,348,0
382,6936877.863254,316.228,-1.0,-1.0,-1.0,131084.8,683933696,46393196544,0,348,0
383,6936878.047346,184.092,-1.0,-1.0,-1.0,270.7,683933696,46393196544,0,348,0
384,6936878.231064,183.717,-1.0,-1.0,-1.0,496.6,683933696,46393196544,0,348,0
385,6936878.415515,184.452,-1.0,-1.0,-1.0,193.8,683933696,46393196544,0,348,0
386,6936878.600150,184.634,-1.0,-1.0,-1.0,171.7,683933696,46393196544,0,348,0
387,6936878.793218,193.068,-1.0,-1.0,-1.0,171.9,683933696,46393196544,0,348,0
388,6936878.978334,185.116,-1.0,-1.0,-1.0,174.5,683933696,46393196544,0,348,0
389,6936879.165248,186.914,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
390,6936879.350302,185.054,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
391,6936879.535321,185.019,-1.0,-1.0,-1.0,165.0,683933696,46393196544,0,348,0
392,6936879.723682,188.361,-1.0,-1.0,-1.0,168.3,683933696,46393196544,0,348,0
393,6936879.911076,187.394,-1.0,-1.0,-1.0,165.3,683933696,46393196544,0,348,0
394,6936880.096482,185.405,-1.0,-1.0,-1.0,141.6,683933696,46393196544,0,348,0
395,6936880.281254,184.773,-1.0,-1.0,-1.0,169.8,683933696,46393196544,0,348,0
396,6936880.465448,184.193,-1.0,-1.0,-1.0,172.8,683933696,46393196544,0,348,0
397,6936880.656756,191.308,-1.0,-1.0,-1.0,149.3,683933696,46393196544,0,348,0
398,6936880.843818,187.062,-1.0,-1.0,-1.0,173.9,683933696,46393196544,0,348,0
399,6936881.032182,188.365,-1.0,-1.0,-1.0,535.8,683933696,46393196544,0,348,0
400,6936881.217060,184.878,-1.0,-1.0,-1.0,486.7,683933696,46393196544,0,348,0
401,6936881.412784,195.724,-1.0,-1.0,-1.0,176.9,683933696,46393196544,0,348,0
402,6936881.595476,182.691,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
403,6936881.781534,186.059,-1.0,-1.0,-1.0,188.0,683933696,46393196544,0,348,0
404,6936881.969423,187.888,-1.0,-1.0,-1.0,172.5,683933696,46393196544,0,348,0
405,6936882.153845,184.422,-1.0,-1.0,-1.0,169.8,683933696,46393196544,0,348,0
406,6936882.338497,184.652,-1.0,-1.0,-1.0,173.6,683933696,46393196544,0,348,0
407,6936882.523649,185.152,-1.0,-1.0,-1.0,176.9,683933696,46393196544,0,348,0
408,6936882.710387,186.738,-1.0,-1.0,-1.0,166.6,683933696,46393196544,0,348,0
409,6936882.897244,186.857,-1.0,-1.0,-1.0,287.5,683933696,46393196544,0,348,0
410,6936883.083264,186.020,-1.0,-1.0,-1.0,180.9,683933696,46393196544,0,348,0
411,6936883.269644,186.380,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
412,6936883.456008,186.364,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
413,6936883.641861,185.853,-1.0,-1.0,-1.0,222.0,683933696,46393196544,0,348,0
414,6936883.827011,185.150,-1.0,-1.0,-1.0,188.1,683933696,46393196544,0,348,0
415,6936884.012800,185.789,-1.0,-1.0,-1.0,178.6,683933696,46393196544,0,348,0
416,6936884.202228,189.428,-1.0,-1.0,-1.0,280.0,683933696,46393196544,0,348,0
417,6936884.388473,186.245,-1.0,-1.0,-1.0,169.6,683933696,46393196544,0,348,0
418,6936884.575047,186.574,-1.0,-1.0,-1.0,172.7,683933696,46393196544,0,348,0
419,6936884.760531,185.484,-1.0,-1.0,-1.0,182.6,683933696,46393196544,0,348,0
420,6936884.948598,188.067,-1.0,-1.0,-1.0,245.7,683933696,46393196544,0,348,0
421,6936885.137951,189.354,-1.0,-1.0,-1.0,176.3,683933696,46393196544,0,348,0
422,6936885.322527,184.576,-1.0,-1.0,-1.0,187.4,683933696,46393196544,0,348,0
423,6936885.509888,187.360,-1.0,-1.0,-1.0,209.8,683933696,46393196544,0,348,0
424,6936885.695467,185.579,-1.0,-1.0,-1.0,173.4,683933696,46393196544,0,348,0
425,6936885.879175,183.708,-1.0,-1.0,-1.0,168.3,683933696,46393196544,0,348,0
426,6936886.071648,192.473,-1.0,-1.0,-1.0,186.0,683933696,46393196544,0,348,0
427,6936886.262032,190.384,-1.0,-1.0,-1.0,181.3,683933696,46393196544,0,348,0
428,6936886.448087,186.055,-1.0,-1.0,-1.0,170.8,683933696,46393196544,0,348,0
429,6936886.646225,198.138,-1.0,-1.0,-1.0,170.2,683933696,46393196544,0,348,0
430,6936886.840162,193.937,-1.0,-1.0,-1.0,175.3,683933696,46393196544,0,348,0
431,6936887.025620,185.458,-1.0,-1.0,-1.0,173.4,683933696,46393196544,0,348,0
432,6936887.222121,196.501,-1.0,-1.0,-1.0,173.9,683933696,46393196544,0,348,0
433,6936887.406185,184.064,-1.0,-1.0,-1.0,175.4,683933696,46393196544,0,348,0
434,6936887.593558,187.373,-1.0,-1.0,-1.0,174.7,683933696,46393196544,0,348,0
435,6936887.780055,186.497,-1.0,-1.0,-1.0,173.0,683933696,46393196544,0,348,0
436,6936887.967327,187.272,-1.0,-1.0,-1.0,161.4,683933696,46393196544,0,348,0
437,6936888.154475,187.148,-1.0,-1.0,-1.0,174.6,683933696,46393196544,0,348,0
438,6936888.340881,186.406,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
439,6936888.526659,185.777,-1.0,-1.0,-1.0,191.0,683933696,46393196544,0,348,0
440,6936888.716887,190.228,-1.0,-1.0,-1.0,178.3,683933696,46393196544,0,348,0
441,6936888.903469,186.582,-1.0,-1.0,-1.0,172.5,683933696,46393196544,0,348,0
442,6936889.089645,186.176,-1.0,-1.0,-1.0,166.9,683933696,46393196544,0,348,0
443,6936889.275522,185.877,-1.0,-1.0,-1.0,188.7,683933696,46393196544,0,348,0
444,6936889.460196,184.674,-1.0,-1.0,-1.0,310.3,683933696,46393196544,0,348,0
445,6936889.645677,185.482,-1.0,-1.0,-1.0,178.9,683933696,46393196544,0,348,0
446,6936889.831651,185.974,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
447,6936890.018044,186.393,-1.0,-1.0,-1.0,170.3,683933696,46393196544,0,348,0
448,6936890.203749,185.705,-1.0,-1.0,-1.0,179.5,683933696,46393196544,0,348,0
449,6936890.389411,185.662,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
450,6936890.574732,185.321,-1.0,-1.0,-1.0,169.0,683933696,46393196544,0,348,0
451,6936890.761052,186.320,-1.0,-1.0,-1.0,173.9,683933696,46393196544,0,348,0
452,6936890.947607,186.555,-1.0,-1.0,-1.0,175.8,683933696,46393196544,0,348,0
453,6936891.133603,185.996,-1.0,-1.0,-1.0,169.6,683933696,46393196544,0,348,0
454,6936891.318341,184.738,-1.0,-1.0,-1.0,182.1,683933696,46393196544,0,348,0
455,6936891.502363,184.022,-1.0,-1.0,-1.0,182.8,683933696,46393196544,0,348,0
456,6936891.693046,190.683,-1.0,-1.0,-1.0,203.4,683933696,46393196544,0,348,0
457,6936891.880716,187.670,-1.0,-1.0,-1.0,540.7,683933696,46393196544,0,348,0
458,6936892.066592,185.877,-1.0,-1.0,-1.0,225.4,683933696,46393196544,0,348,0
459,6936892.252715,186.123,-1.0,-1.0,-1.0,188.5,683933696,46393196544,0,348,0
460,6936892.436668,183.953,-1.0,-1.0,-1.0,173.6,683933696,46393196544,0,348,0
461,6936892.622432,185.764,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
462,6936892.814088,191.656,-1.0,-1.0,-1.0,182.8,683933696,46393196544,0,348,0
463,6936892.999145,185.057,-1.0,-1.0,-1.0,175.4,683933696,46393196544,0,348,0
464,6936893.191014,191.869,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
465,6936893.378084,187.071,-1.0,-1.0,-1.0,169.2,683933696,46393196544,0,348,0
466,6936893.563077,184.993,-1.0,-1.0,-1.0,192.8,683933696,46393196544,0,348,0
467,6936893.748570,185.492,-1.0,-1.0,-1.0,173.2,683933696,46393196544,0,348,0
468,6936893.932928,184.358,-1.0,-1.0,-1.0,308.6,683933696,46393196544,0,348,0
469,6936894.117988,185.060,-1.0,-1.0,-1.0,174.3,683933696,46393196544,0,348,0
470,6936894.302371,184.383,-1.0,-1.0,-1.0,174.2,683933696,46393196544,0,348,0
471,6936894.490951,188.579,-1.0,-1.0,-1.0,172.7,683933696,46393196544,0,348,0
472,6936894.676194,185.243,-1.0,-1.0,-1.0,201.1,683933696,46393196544,0,348,0
473,6936894.860414,184.220,-1.0,-1.0,-1.0,189.8,683933696,46393196544,0,348,0
474,6936895.046025,185.611,-1.0,-1.0,-1.0,209.1,683933696,46393196544,0,348,0
475,6936895.232940,186.915,-1.0,-1.0,-1.0,451.1,683933696,46393196544,0,348,0
476,6936895.418619,185.679,-1.0,-1.0,-1.0,415.8,683933696,46393196544,0,348,0
477,6936895.606822,188.203,-1.0,-1.0,-1.0,236.4,683933696,46393196544,0,348,0
478,6936895.793556,186.734,-1.0,-1.0,-1.0,496.7,683933696,46393196544,0,348,0
479,6936895.980629,187.073,-1.0,-1.0,-1.0,250.2,683933696,46393196544,0,348,0
480,6936896.166741,186.112,-1.0,-1.0,-1.0,174.3,683933696,46393196544,0,348,0
481,6936896.350621,183.880,-1.0,-1.0,-1.0,222.5,683933696,46393196544,0,348,0
482,6936896.537066,186.445,-1.0,-1.0,-1.0,186.7,683933696,46393196544,0,348,0
483,6936896.722310,185.245,-1.0,-1.0,-1.0,175.2,683933696,46393196544,0,348,0
484,6936896.908652,186.342,-1.0,-1.0,-1.0,170.6,683933696,46393196544,0,348,0
485,6936897.092367,183.715,-1.0,-1.0,-1.0,191.0,683933696,46393196544,0,348,0
486,6936897.282686,190.319,-1.0,-1.0,-1.0,187.2,683933696,46393196544,0,348,0
487,6936897.467966,185.280,-1.0,-1.0,-1.0,196.0,683933696,46393196544,0,348,0
488,6936897.652157,184.191,-1.0,-1.0,-1.0,192.9,683933696,46393196544,0,348,0
489,6936897.837352,185.195,-1.0,-1.0,-1.0,181.6,683933696,46393196544,0,348,0
490,6936898.021552,184.200,-1.0,-1.0,-1.0,171.9,683933696,46393196544,0,348,0
491,6936898.207720,186.169,-1.0,-1.0,-1.0,174.2,683933696,46393196544,0,348,0
492,6936898.397199,189.478,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
493,6936898.581566,184.367,-1.0,-1.0,-1.0,177.6,683933696,46393196544,0,348,0
494,6936898.768477,186.911,-1.0,-1.0,-1.0,189.9,683933696,46393196544,0,348,0
495,6936898.954358,185.880,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
496,6936899.142555,188.197,-1.0,-1.0,-1.0,189.8,683933696,46393196544,0,348,0
497,6936899.327941,185.386,-1.0,-1.0,-1.0,185.5,683933696,46393196544,0,348,0
498,6936899.513552,185.611,-1.0,-1.0,-1.0,175.9,683933696,46393196544,0,348,0
499,6936899.698223,184.670,-1.0,-1.0,-1.0,177.8,683933696,46393196544,0,348,0
500,6936899.883242,185.020,-1.0,-1.0,-1.0,172.4,683933696,46393196544,0,348,0
501,6936900.080088,196.846,-1.0,-1.0,-1.0,173.7,683933696,46393196544,0,348,0
502,6936900.264585,184.496,-1.0,-1.0,-1.0,168.3,683933696,46393196544,0,348,0
503,6936900.452091,187.506,-1.0,-1.0,-1.0,191.8,683933696,46393196544,0,348,0
504,6936900.638458,186.367,-1.0,-1.0,-1.0,178.6,683933696,46393196544,0,348,0
505,6936900.824447,185.989,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
506,6936901.012857,188.411,-1.0,-1.0,-1.0,170.6,683933696,46393196544,0,348,0
507,6936901.197840,184.983,-1.0,-1.0,-1.0,174.9,683933696,46393196544,0,348,0
508,6936901.382218,184.377,-1.0,-1.0,-1.0,180.3,683933696,46393196544,0,348,0
509,6936901.699096,316.879,-1.0,-1.0,-1.0,133048.4,683933696,46393196544,0,348,0
510,6936901.885270,186.174,-1.0,-1.0,-1.0,245.3,683933696,46393196544,0,348,0
511,6936902.068537,183.267,-1.0,-1.0,-1.0,216.5,683933696,46393196544,0,348,0
512,6936902.251770,183.233,-1.0,-1.0,-1.0,189.1,683933696,46393196544,0,348,0
513,6936902.436722,184.952,-1.0,-1.0,-1.0,219.4,683933696,46393196544,0,348,0
514,6936902.632146,195.424,-1.0,-1.0,-1.0,210.4,683933696,46393196544,0,348,0
515,6936902.818189,186.043,-1.0,-1.0,-1.0,204.0,683933696,46393196544,0,348,0
516,6936903.002709,184.519,-1.0,-1.0,-1.0,199.8,683933696,46393196544,0,348,0
517,6936903.187604,184.895,-1.0,-1.0,-1.0,193.4,683933696,46393196544,0,348,0
518,6936903.370823,183.219,-1.0,-1.0,-1.0,212.8,683933696,46393196544,0,348,0
519,6936903.559074,188.252,-1.0,-1.0,-1.0,198.6,683933696,46393196544,0,348,0
520,6936903.743941,184.866,-1.0,-1.0,-1.0,322.0,683933696,46393196544,0,348,0
521,6936903.933278,189.337,-1.0,-1.0,-1.0,184.0,683933696,46393196544,0,348,0
522,6936904.120079,186.801,-1.0,-1.0,-1.0,179.5,683933696,46393196544,0,348,0
523,6936904.304762,184.683,-1.0,-1.0,-1.0,173.3,683933696,46393196544,0,348,0
524,6936904.492713,187.951,-1.0,-1.0,-1.0,165.9,683933696,46393196544,0,348,0
525,6936904.682323,189.610,-1.0,-1.0,-1.0,337.2,683933696,46393196544,0,348,0
526,6936904.866883,184.560,-1.0,-1.0,-1.0,173.9,683933696,46393196544,0,348,0
527,6936905.051372,184.489,-1.0,-1.0,-1.0,179.4,683933696,46393196544,0,348,0
528,6936905.237027,185.655,-1.0,-1.0,-1.0,169.8,683933696,46393196544,0,348,0
529,6936905.420466,183.439,-1.0,-1.0,-1.0,187.1,683933696,46393196544,0,348,0
530,6936905.606677,186.211,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
531,6936905.793141,186.464,-1.0,-1.0,-1.0,177.3,683933696,46393196544,0,348,0
532,6936905.979191,186.050,-1.0,-1.0,-1.0,344.6,683933696,46393196544,0,348,0
533,6936906.164670,185.479,-1.0,-1.0,-1.0,174.6,683933696,46393196544,0,348,0
534,6936906.350412,185.742,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
535,6936906.537456,187.044,-1.0,-1.0,-1.0,177.9,683933696,46393196544,0,348,0
536,6936906.722656,185.199,-1.0,-1.0,-1.0,174.8,683933696,46393196544,0,348,0
537,6936906.910463,187.807,-1.0,-1.0,-1.0,186.3,683933696,46393196544,0,348,0
538,6936907.096298,185.835,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
539,6936907.280765,184.468,-1.0,-1.0,-1.0,188.7,683933696,46393196544,0,348,0
540,6936907.467627,186.862,-1.0,-1.0,-1.0,298.3,683933696,46393196544,0,348,0
541,6936907.654313,186.686,-1.0,-1.0,-1.0,163.8,683933696,46393196544,0,348,0
542,6936907.840005,185.692,-1.0,-1.0,-1.0,189.2,683933696,46393196544,0,348,0
543,6936908.230391,390.386,-1.0,-1.0,-1.0,209.3,683933696,46393196544,0,348,0
544,6936908.508155,277.764,-1.0,-1.0,-1.0,297.5,683933696,46393196544,0,348,0
545,6936908.779145,270.990,-1.0,-1.0,-1.0,181.5,683933696,46393196544,0,348,0
546,6936909.067990,288.845,-1.0,-1.0,-1.0,180.5,683933696,46393196544,0,348,0
547,6936909.340144,272.154,-1.0,-1.0,-1.0,190.9,683933696,46393196544,0,348,0
548,6936909.620910,280.767,-1.0,-1.0,-1.0,186.7,683933696,46393196544,0,348,0
549,6936909.897848,276.937,-1.0,-1.0,-1.0,184.6,683933696,46393196544,0,348,0
550,6936910.177036,279.188,-1.0,-1.0,-1.0,184.2,683933696,46393196544,0,348,0
551,6936910.455727,278.691,-1.0,-1.0,-1.0,192.4,683933696,46393196544,0,348,0
552,6936910.730569,274.843,-1.0,-1.0,-1.0,182.3,683933696,46393196544,0,348,0
553,6936911.007040,276.471,-1.0,-1.0,-1.0,193.0,683933696,46393196544,0,348,0
554,6936911.284791,277.751,-1.0,-1.0,-1.0,186.2,683933696,46393196544,0,348,0
555,6936911.560754,275.962,-1.0,-1.0,-1.0,176.9,683933696,46393196544,0,348,0
556,6936911.839677,278.924,-1.0,-1.0,-1.0,190.7,683933696,46393196544,0,348,0
557,6936912.114988,275.311,-1.0,-1.0,-1.0,175.5,683933696,46393196544,0,348,0
558,6936912.394987,279.999,-1.0,-1.0,-1.0,177.5,683933696,46393196544,0,348,0
559,6936912.672191,277.204,-1.0,-1.0,-1.0,172.9,683933696,46393196544,0,348,0
560,6936912.952119,279.929,-1.0,-1.0,-1.0,179.5,683933696,46393196544,0,348,0
561,6936913.226549,274.430,-1.0,-1.0,-1.0,190.2,683933696,46393196544,0,348,0
562,6936913.503402,276.853,-1.0,-1.0,-1.0,185.0,683933696,46393196544,0,348,0
563,6936913.785217,281.814,-1.0,-1.0,-1.0,189.7,683933696,46393196544,0,348,0
564,6936914.062758,277.541,-1.0,-1.0,-1.0,184.5,683933696,46393196544,0,348,0
565,6936914.339479,276.721,-1.0,-1.0,-1.0,188.0,683933696,46393196544,0,348,0
566,6936914.618517,279.037,-1.0,-1.0,-1.0,186.6,683933696,46393196544,0,348,0
567,6936914.896963,278.447,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
568,6936915.176172,279.209,-1.0,-1.0,-1.0,181.4,683933696,46393196544,0,348,0
569,6936915.453748,277.576,-1.0,-1.0,-1.0,177.2,683933696,46393196544,0,348,0
570,6936915.733555,279.807,-1.0,-1.0,-1.0,183.3,683933696,46393196544,0,348,0
571,6936916.007619,274.064,-1.0,-1.0,-1.0,186.9,683933696,46393196544,0,348,0
572,6936916.290365,282.746,-1.0,-1.0,-1.0,179.4,683933696,46393196544,0,348,0
573,6936916.573709,283.344,-1.0,-1.0,-1.0,189.8,683933696,46393196544,0,348,0
574,6936916.853810,280.100,-1.0,-1.0,-1.0,185.2,683933696,46393196544,0,348,0
575,6936917.131153,277.343,-1.0,-1.0,-1.0,181.8,683933696,46393196544,0,348,0
576,6936917.409020,277.868,-1.0,-1.0,-1.0,180.6,683933696,46393196544,0,348,0
577,6936917.685815,276.795,-1.0,-1.0,-1.0,178.0,683933696,46393196544,0,348,0
578,6936917.964424,278.609,-1.0,-1.0,-1.0,306.6,683933696,46393196544,0,348,0
579,6936918.241289,276.865,-1.0,-1.0,-1.0,180.9,683933696,46393196544,0,348,0
580,6936918.519822,278.533,-1.0,-1.0,-1.0,179.8,683933696,46393196544,0,348,0
581,6936918.797727,277.905,-1.0,-1.0,-1.0,180.7,683933696,46393196544,0,348,0
582,6936919.074622,276.896,-1.0,-1.0,-1.0,173.5,683933696,46393196544,0,348,0
583,6936919.355616,280.993,-1.0,-1.0,-1.0,197.5,683933696,46393196544,0,348,0
584,6936919.634971,279.356,-1.0,-1.0,-1.0,188.6,683933696,46393196544,0,348,0
585,6936919.913091,278.119,-1.0,-1.0,-1.0,180.1,683933696,46393196544,0,348,0
